Item Name;Item Rarity;Buy Price;Sell Price;Buy Qty;Sell Qty;Total Buy Cost;Total Listing Fee;Total Transaction Fee;Total Fees;Total Revenue;Total Profit;Profit Margin (%)
;;;;;;;;;;;;
